,stock,atr,atr_week,one_week_high,one_week_low,st_dev_of_atr_14_one_week,one_week_range
0,TSLA,9.229998452322823,46.149992261614116,155.25,121.0199966430664,31.3819947378976,34.230003356933594
1,LRCX,14.953438478655086,74.76719239327542,450.80999755859375,397.05999755859375,50.84169082742729,53.75
2,NKE,2.8065572466169084,14.032786233084542,119.18000030517578,101.68000030517578,9.54229463849749,17.5
